name,Age,Citizenship,Contract expiration,DOB,Height (m),ID,Joined,Last club,Market value history,Nationality,Other positions,Position,Since,Team,Transfer history,Value,Value last updated,assists,games,goals,id,key_passes,npg,npxG,position,red_cards,shots,source,team,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
Janis Blaswich,34,[],"Jun 30, 2026","May 2, 1991",1.93,81173,"Jul 1, 2022",,,Germany,,Goalkeeper,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€700k,"Jun 6, 2025",0,26,0,4313,1,0,0,GK,0,0,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,2340,0.03894380107522011,0,4.356674913316965,4.356674913316965,0
Ermedin Demirovic,27,[],"Jun 30, 2028","Mar 25, 1998",1.85,335457,"Jul 16, 2024",,,Bosnia-Herzegovina,,Centre-Forward,,VfB Stuttgart,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€22.00m,"Jun 5, 2025",4,30,8,6496,28,7,7.318736102432013,F M,1,62,understat,https://understat.com/team/Augsburg/2022,Augsburg,2415,3.547700279392302,8.07651238143444,1.3924938049167395,10.457560524344444,7
Giovanni Reyna,22,[],"Jun 30, 2026","Nov 13, 2002",1.85,504215,"Jan 12, 2020",,,United States,,Attacking Midfield,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.00m,"Jun 5, 2025",2,22,7,8191,11,6,3.279151037335396,M S,0,25,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,596,1.4485626854002476,4.03692801296711,2.9040713123977184,5.849157366901636,2
Paulinho,25,[],"Dec 31, 2029","Jul 15, 2000",1.77,428791,"Jan 1, 2025",,,Brazil,,Left Winger,,Palmeiras,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€16.00m,"Jun 6, 2025",0,4,1,7067,0,1,0.5969429910182953,F S,0,2,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,81,0,0.5969429910182953,0.01690799929201603,0.6138509903103113,0
Joshua Quarshie,21,[],"Jun 30, 2029","Jul 26, 2004",1.96,790918,"Jul 1, 2025",,,Germany,,Centre-Back,,Southampton,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"Jun 19, 2025",0,1,0,11207,0,0,0,S,0,0,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1,0,0,0.06044179946184158,0.06044179946184158,0
Maximilian Philipp,31,[],-,"Mar 1, 1994",1.83,143891,"Jul 1, 2024",,,Germany,,Second Striker,,SC Freiburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€800k,"Jun 5, 2025",0,3,0,4247,1,0,0.05334850028157234,M S,0,1,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,108,0.07009000331163406,0.05334850028157234,0,0.1234389990568161,0
Marlon Mustapha,24,[],"Jun 30, 2026","May 24, 2001",1.85,532495,"Feb 5, 2025",,,Austria,,Centre-Forward,,SCR Altach,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€600k,"Jun 6, 2025",0,6,0,10738,1,0,0.4974861890077591,S,0,3,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,57,0.009719389490783215,0.4974861890077591,0.0769691988825798,0.5841747894883156,1
Amadou Haidara,27,[],"Jun 30, 2026","Jan 31, 1998",1.78,402008,"Jan 1, 2019",,,Mali,,Central Midfield,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€16.00m,"Jun 5, 2025",1,31,2,7501,12,2,2.706375576555729,M S,0,19,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1418,1.3238185830414295,2.706375576555729,5.077068915590644,7.044573534280062,7
Andrey Lunev,33,[],"Jun 30, 2026","Nov 13, 1991",1.9,112541,"Jul 1, 2024",,,Russia,,Goalkeeper,,Dynamo Moscow,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.20m,"Jun 4, 2025",0,1,0,3150,0,0,0,GK,0,0,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,90,0,0,0.07124389708042145,0.07124389708042145,0
Timothy Fosu-Mensah,27,[],,"Jan 2, 1998",1.88,315131,,B. Leverkusen,,Netherlands,,Right-Back,"Jul 1, 2024",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Apr 4, 2025",0,11,0,549,4,0,0.06298249959945679,M S,0,3,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,177,0.5267039984464645,0.06298249959945679,1.0355872064828873,1.1963598150759935,1
Filip Kostić,32,[],"Jun 30, 2026","Nov 1, 1992",1.84,161011,"Aug 12, 2022",,,Serbia,,Left Midfield,,Juventus,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 18, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Dzenan Pejcinovic,20,[],"Jun 30, 2029","Feb 15, 2005",1.9,819636,"Jul 14, 2022",,,Germany,,Centre-Forward,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.00m,"Jun 19, 2025",0,1,0,11227,0,0,0,S,0,0,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,5,0,0,0,0,0
Xaver Schlager,27,[],"Jun 30, 2026","Sep 28, 1997",1.74,223979,"Jul 1, 2022",,,Austria,,Central Midfield,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€10.00m,"Jun 5, 2025",1,22,1,7783,8,1,0.5458100996911526,M S,0,5,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1504,0.973279032856226,0.5458100996911526,9.585913009941578,10.896394051611423,2
Julian Ryerson,27,[],"Jun 30, 2028","Nov 17, 1997",1.83,370789,"Jan 17, 2023",,,Norway,,Right-Back,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€20.00m,"Jun 5, 2025",0,13,0,7997,9,0,0.7529485132545233,D S,0,16,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1046,0.5472482964396477,0.7529485132545233,1.45628247782588,2.2999816946685314,2
Youssoufa Moukoko,20,[],"Jun 30, 2030","Nov 20, 2004",1.79,467720,"Jul 1, 2025",,,Germany,,Centre-Forward,,FC Copenhagen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€10.00m,"Jun 3, 2025",3,26,7,9133,12,7,7.62364936619997,F S,0,35,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,1122,1.8148007467389107,7.62364936619997,2.3641314674168825,10.050564967095852,0
Lukas Hradecky,35,[],"Jun 30, 2026","Nov 24, 1989",1.92,48015,"Jul 1, 2018",,,Finland,,Goalkeeper,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.00m,"Jun 5, 2025",0,33,0,281,0,0,0,GK,1,0,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,2970,0,0,3.032255125232041,3.032255125232041,0
Karim Adeyemi,23,[],"Jun 30, 2027","Jan 18, 2002",1.8,496094,"Jul 1, 2022",,,Germany,,Right Winger,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€45.00m,"Jun 5, 2025",5,24,6,10772,28,6,4.831886380910873,F M S,0,38,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,1415,4.353858232498169,5.589663118124008,4.774575125426054,12.93917460553348,9
Alassane Pléa,32,[],"Jun 30, 2028","Mar 10, 1993",1.81,167329,"Jul 17, 2025",,,France,,Centre-Forward,,PSV Eindhoven,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 5, 2025",9,29,2,3310,32,1,2.882279308512807,F M S,0,29,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,1783,4.707967482507229,4.397832648828626,6.581245504319668,12.788641722872853,5
Eniss Shabani,22,[],,"May 29, 2003",1.8,663189,,FSV Mainz 05 II,,Albania,,Central Midfield,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€125k,"Jun 11, 2025",0,1,0,10508,0,0,0,S,0,0,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,8,0,0,0,0,1
Ansgar Knauff,23,"['Germany', 'Ghana']","Jun 30, 2028","Jan 10, 2002",1.8,429874,"Jul 1, 2023",,,Germany,"                0
0     Left Winger
1  Right Midfield",Right Winger,,E. Frankfurt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€15.00m,"Jun 5, 2025",1,24,1,8989,8,1,1.006381593644619,D S,0,15,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,1284,1.4539695186540484,1.006381593644619,2.471011712215841,4.798351685516536,2
Jérôme Onguéné,27,[],,"Dec 22, 1997",1.86,272638,,E. Frankfurt II,,Cameroon,,Centre-Back,"Jan 4, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€250k,"Apr 4, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Grischa Prömel,30,[],"Jun 30, 2026","Jan 9, 1995",1.84,234029,"Jul 1, 2022",,,Germany,,Central Midfield,,TSG Hoffenheim,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"Jun 5, 2025",1,18,1,4340,8,1,2.327514637261629,M S,0,24,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1458,0.9176380978897214,2.327514637261629,2.6223731376230717,4.912098289467394,4
Leroy Sané,29,[],"Jun 30, 2028","Jan 11, 1996",1.83,192565,"Jul 1, 2025",,,Germany,,Right Winger,,Galatasaray,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€32.00m,"Jun 5, 2025",7,32,8,337,35,8,9.470278967171907,M S,0,79,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,1997,5.158201150596142,9.470278967171907,11.749857423827052,23.99955504760146,4
Eric Maxim Choupo-Moting,,,,,,,,,,,,,,,,,,2,19,10,339,16,10,7.587020091712475,F S,0,31,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,1127,2.4134399238973856,8.34479707479477,5.789523597806692,15.240264654159546,0
Dayotchanculle Upamecano,,,,,,,,,,,,,,,,,,1,29,0,5243,6,0,1.0878540985286236,D S,1,7,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2341,0.2807500045746565,1.0878540985286236,20.393855664879084,20.613805655390024,6
Noah Mbamba-Muanda,,,,,,,,,,,,,,,,,,0,1,0,11355,0,0,0,S,0,0,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1,0,0,0,0,0
Pavel Kaderábek,,,,,,,,,,,,,,,,,,1,26,1,74,18,1,1.5393270254135132,D M S,0,8,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1651,1.4641894437372684,1.5393270254135132,3.3875669622793794,5.749808196909726,1
Stanley N&#039;Soki,,,,,,,,,,,,,,,,,,0,19,1,6436,3,1,0.5313683049753308,D S,1,6,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1287,0.4483819082379341,0.5313683049753308,5.158309873193502,5.93269032984972,2
Angelino,,,,,,,,,,,,,,,,,,8,33,0,1040,48,0,0.9366727452725172,D M S,0,20,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,2626,8.13685683440417,0.9366727452725172,7.8783500315621495,12.903466511517763,2
Diadie Samassékou,,,,,,,,,,,,,,,,,,0,2,0,7868,0,0,0,M S,0,0,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,31,0,0,0.00703067984431982,0.00703067984431982,1
Mërgim Berisha,,,,,,,,,,,,,,,,,,4,23,9,11092,21,6,5.71334701962769,F S,1,56,understat,https://understat.com/team/Augsburg/2022,Augsburg,1693,3.7399580562487245,8.744452925398946,0.3061359953135252,6.598840083926916,7
Ruben Vargas,,,,,,,,,,,,,,,,,,4,23,3,7810,16,3,0.8962412793189287,F M S,0,21,understat,https://understat.com/team/Augsburg/2022,Augsburg,1146,2.1243868889287114,0.8962412793189287,0.824656150303781,2.8856554022058845,4
Noah Joel Sarenren Bazee,,,,,,,,,,,,,,,,,,0,2,0,2659,1,0,0,S,0,0,understat,https://understat.com/team/Augsburg/2022,Augsburg,12,0.03810739889740944,0,0,0.03810739889740944,0
Nathanael Mbuku,,,,,,,,,,,,,,,,,,0,2,0,7719,0,0,0,S,0,0,understat,https://understat.com/team/Augsburg/2022,Augsburg,25,0,0,0.02461780048906803,0.02461780048906803,0
Dodi Lukebakio,,,,,,,,,,,,,,,,,,3,32,11,5706,28,6,5.172451974824071,F M S,0,64,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2417,4.295584134757519,8.96133531164378,2.6042105183005333,9.813450296409428,8
Marco Richter,,,,,,,,,,,,,,,,,,5,29,6,6357,21,6,3.884881011210382,D F M S,0,50,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1854,3.2578333280980587,3.884881011210382,3.8960724463686347,7.805021950043738,8
Lucas Tousart,,,,,,,,,,,,,,,,,,2,33,5,3743,18,5,3.382630677893758,M,0,42,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2952,2.40074950363487,3.382630677893758,2.3205474354326725,6.3994100401178,1
Suat Serdar,,,,,,,,,,,,,,,,,,2,32,4,307,18,4,2.5604766458272934,M S,0,24,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2048,1.6089566946029663,2.5604766458272934,2.061656695790589,4.841636413708329,7
Stevan Jovetic,,,,,,,,,,,,,,,,,,2,17,4,1524,14,4,1.9667596966028214,F S,0,27,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,868,0.85405451990664,1.9667596966028214,1.046367907896638,3.420882146805525,0
Jessic Ngankam,,,,,,,,,,,,,,,,,,1,18,4,8396,8,3,3.62860001437366,F M S,0,19,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,819,0.9200831986963749,4.386376990005374,0.7615670002996922,4.644164379686117,5
Wilfried Kanga,,,,,,,,,,,,,,,,,,0,23,2,6251,21,2,4.186748491600156,F S,0,25,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1422,1.9164285031147301,4.186748491600156,1.9221277628093958,7.606491172686219,3
Davie Selke,,,,,,,,,,,,,,,,,,0,17,5,4280,9,5,3.6321750432252884,F S,0,28,understat,https://understat.com/team/FC_Cologne/2022,FC Cologne,893,0.9338145460933447,3.6321750432252884,0.6809897962957621,3.4717385917901993,2
Marc-Oliver Kempf,,,,,,,,,,,,,,,,,,0,31,1,4291,9,1,2.352677183225751,D,0,17,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2720,1.1688228230923414,2.352677183225751,2.0357254054397345,2.763959938660264,5
Márton Dárdai,,,,,,,,,,,,,,,,,,0,17,1,8398,4,1,0.06976000219583511,D M S,0,2,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,954,0.13617869652807713,0.06976000219583511,1.1211314760148525,1.2504708655178547,2
Derry Scherhant,,,,,,,,,,,,,,,,,,0,10,1,10860,1,1,0.2723037004470825,M S,0,4,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,262,0.24201600253582,0.2723037004470825,1.032769987359643,1.414537988603115,0
Ibrahim Maza,,,,,,,,,,,,,,,,,,0,2,1,11484,0,1,0.5629153847694397,S,0,1,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,61,0,0.5629153847694397,0.5090322941541672,1.0719477087259293,0
Marvin Plattenhardt,,,,,,,,,,,,,,,,,,2,31,0,23,30,0,0.3055188450962305,D M S,0,8,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2418,3.8877655677497387,0.3055188450962305,3.4204713329672813,3.5888708792626858,3
Vladimir Darida,,,,,,,,,,,,,,,,,,0,3,0,27,0,0,0,S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,26,0,0,0,0,0
Tolga Cigerci,,,,,,,,,,,,,,,,,,1,11,0,258,5,0,0.1927287895232439,M S,0,9,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,696,0.2375660054385662,0.1927287895232439,0.9637418240308762,1.1408729124814272,2
Maximilian Mittelstädt,,,,,,,,,,,,,,,,,,0,17,0,419,12,0,0.1615078980103135,D M S,0,6,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,835,1.0575019903481007,0.1615078980103135,2.4998185709118843,3.5115132853388786,5
Peter Pekarík,,,,,,,,,,,,,,,,,,0,5,0,443,1,0,0,D S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,197,0.019584471359848976,0,0.40388110280036926,0.4234655797481537,0
Jonjoe Kenny,,,,,,,,,,,,,,,,,,1,29,0,1084,16,0,0.19267609994858503,D S,0,6,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2242,1.8915132358670235,0.19267609994858503,4.212192125618458,6.129555940628052,3
Kevin-Prince Boateng,,,,,,,,,,,,,,,,,,0,16,0,1819,3,0,0.2930310145020485,M S,0,6,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,452,0.1278839036822319,0.2930310145020485,1.1352983554825187,1.3589556170627475,3
Myziane Maolida,,,,,,,,,,,,,,,,,,0,3,0,5736,1,0,0,F S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,91,0.13727900385856628,0,0,0.13727900385856628,0
Filip Uremovic,,,,,,,,,,,,,,,,,,0,22,0,6797,4,0,1.2444611145183444,D S,1,9,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1740,0.4669527933001518,1.2444611145183444,2.1183761046268046,2.417475624475628,6
Agustín Rogel,,,,,,,,,,,,,,,,,,1,20,0,7103,1,0,0.8356790170073509,D S,0,5,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1416,0.06285110116004944,0.8356790170073509,0.4485121015459299,0.4485121015459299,7
Jean-Paul Boëtius,,,,,,,,,,,,,,,,,,0,21,0,7107,13,0,0.3401148924604058,M S,0,5,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1048,0.8573997933417559,0.3401148924604058,2.1692807325161994,2.883164616767317,3
Chidera Ejuke,,,,,,,,,,,,,,,,,,3,20,0,8694,10,0,1.5092752296477556,F M S,0,24,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,874,1.5222751833498478,1.5092752296477556,2.6058313474059105,5.453871883451939,0
Oliver Christensen,,,,,,,,,,,,,,,,,,0,33,0,9992,0,0,0,GK,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,2970,0,0,2.650002060458064,2.650002060458064,2
Tjark Ernst,,,,,,,,,,,,,,,,,,0,1,0,10410,0,0,0,GK,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,90,0,0,0.04642825201153755,0.04642825201153755,0
Julian Eitschberger,,,,,,,,,,,,,,,,,,0,1,0,10544,0,0,0,S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,1,0,0,0,0,0
Ivan Sunjic,,,,,,,,,,,,,,,,,,0,18,0,10726,4,0,0.3220673054456711,M S,0,6,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,989,0.1665801964700222,0.3220673054456711,1.4408858120441437,1.9094921071082354,4
Pascal Klemens,,,,,,,,,,,,,,,,,,0,1,0,11392,0,0,0,D,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,90,0,0,0.5048757791519165,0.5048757791519165,0
Veit Stange,,,,,,,,,,,,,,,,,,0,1,0,11535,0,0,0,S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,4,0,0,0,0,0
Tony Rölke,,,,,,,,,,,,,,,,,,0,1,0,11602,0,0,0,S,0,0,understat,https://understat.com/team/Hertha_Berlin/2022,Hertha Berlin,14,0,0,0,0,0
Niclas Füllkrug,,,,,,,,,,,,,,,,,,5,28,16,6098,33,11,9.641273576766253,F,0,80,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2482,3.7504996675997972,13.430156659334898,4.494084726087749,15.179124631918967,4
Marvin Ducksch,,,,,,,,,,,,,,,,,,6,34,12,4329,51,12,10.132894050329924,F M,0,94,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2888,5.1176732471212745,10.890671040862799,3.878561289049685,16.19248654320836,3
Leonardo Bittencourt,,,,,,,,,,,,,,,,,,2,25,3,262,15,3,1.257541323080659,D M S,0,25,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1672,1.8335773339495063,1.257541323080659,3.5570593550801277,6.353984758257866,10
Niklas Schmidt,,,,,,,,,,,,,,,,,,0,24,3,5352,17,3,1.7660444285720587,M S,0,21,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1068,0.9927829960361123,1.7660444285720587,1.927444675937295,4.293101482093334,4
Jens Stage,,,,,,,,,,,,,,,,,,3,32,3,10734,16,3,2.6224285047501326,M S,0,19,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1871,1.7228381093591452,2.6224285047501326,3.7318255715072155,6.587090868502855,5
Mitchell Weiser,,,,,,,,,,,,,,,,,,9,30,2,28,41,2,3.319304338656366,D M S,0,29,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2532,7.105263199657202,3.319304338656366,7.707576205953956,14.796088598668575,7
Anthony Jung,,,,,,,,,,,,,,,,,,5,34,2,5217,22,2,1.5311100948601961,D M S,0,17,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2670,1.6596507895737886,1.5311100948601961,5.750136033631861,8.238742823712528,2
Oliver Burke,,,,,,,,,,,,,,,,,,0,15,2,5256,4,2,1.3318457044661045,F S,0,8,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,236,0.3436951981857419,1.3318457044661045,0.5776930153369904,1.9934152187779546,0
Amos Pieper,,,,,,,,,,,,,,,,,,1,29,2,7320,5,2,0.6505707995966077,D S,0,11,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1954,0.2639712952077389,0.6505707995966077,3.660694560036063,3.8830153346061707,9
Milos Veljkovic,,,,,,,,,,,,,,,,,,1,29,1,2691,7,1,0.8672148548066616,D S,0,4,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2258,0.39115048199892044,0.8672148548066616,4.707758160308003,4.7552134692668915,2
Christian Groß,,,,,,,,,,,,,,,,,,1,26,1,7815,5,1,0.3920436417683959,D M S,0,5,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1918,0.5678231548517942,0.3920436417683959,3.9561871979385614,4.845863090828061,4
Romano Schmid,,,,,,,,,,,,,,,,,,3,27,1,9069,23,1,1.517536404542625,F M S,0,18,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1509,1.95889806561172,1.517536404542625,4.613580694422126,7.789045225828886,3
Lee Buchanan,,,,,,,,,,,,,,,,,,0,21,1,10735,4,1,0.21256636548787355,D M S,0,5,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,425,1.0233589708805084,0.21256636548787355,0.9181315330788493,1.4355984311550856,1
Michael Zetterer,,,,,,,,,,,,,,,,,,0,2,0,126,0,0,0,GK S,0,0,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,152,0,0,0.3848069906234741,0.3848069906234741,0
Niklas Stark,,,,,,,,,,,,,,,,,,0,27,0,418,4,0,0.14657315332442522,D S,0,3,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2086,0.4632322881370783,0.14657315332442522,2.1649999376386404,2.5588958244770765,9
Nicolai Rapp,,,,,,,,,,,,,,,,,,0,7,0,4335,0,0,0.09135960042476654,S,0,1,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,58,0,0.09135960042476654,0.08939529955387115,0.1807548999786377,0
Marco Friedl,,,,,,,,,,,,,,,,,,0,30,0,5340,9,0,0.30460778903216124,D,1,6,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2597,0.742159390822053,0.30460778903216124,6.43504046741873,6.701313474215567,7
Jiri Pavlenka,,,,,,,,,,,,,,,,,,0,33,0,6082,0,0,0,GK,0,0,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,2908,0,0,2.616541028022766,2.616541028022766,1
Jean-Manuel Mbom,,,,,,,,,,,,,,,,,,0,2,0,7431,0,0,0,S,0,0,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,4,0,0,0,0,0
Ilia Gruev,,,,,,,,,,,,,,,,,,0,31,0,8000,8,0,0.2761705769225955,M S,0,6,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1581,0.8603825625032187,0.2761705769225955,4.011659775860608,4.923180348239839,3
Felix Agu,,,,,,,,,,,,,,,,,,0,3,0,8804,1,0,0.045102499425411224,S,0,1,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,40,0.06880330294370651,0.045102499425411224,0.06880330294370651,0.11390580236911774,1
Eren Sami Dinkci,,,,,,,,,,,,,,,,,,0,17,0,9201,6,0,0.5172514915466309,S,0,6,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,190,0.4940775856375694,0.5172514915466309,0.2173261009156704,1.0007512290030718,0
Dikeni-Rafid Salifou,,,,,,,,,,,,,,,,,,0,1,0,10145,0,0,0,S,0,0,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,1,0,0,0,0,0
Fabio Chiarodia,,,,,,,,,,,,,,,,,,0,3,0,11073,0,0,0,D S,0,0,understat,https://understat.com/team/Werder_Bremen/2022,Werder Bremen,65,0,0,0.13793319836258888,0.13793319836258888,0
Marius Bülter,,,,,,,,,,,,,,,,,,1,33,11,7879,37,7,5.967683052644134,F M S,0,68,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2619,4.248066739179194,8.998790411278605,2.7311309576034546,12.15662797447294,5
Simon Terodde,,,,,,,,,,,,,,,,,,0,32,5,6090,22,5,6.50373325869441,F S,0,44,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,1839,2.744606046937406,7.261510234326124,1.4725315291434526,9.771421328186989,5
Dominick Drexler,,,,,,,,,,,,,,,,,,3,27,4,7789,19,4,2.6568605732172728,M S,1,16,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,1370,2.6209453642368317,2.6568605732172728,3.0037743039429188,7.653311584144831,3
Marcin Kaminski,,,,,,,,,,,,,,,,,,0,8,2,6085,2,2,0.2991238869726658,D S,0,4,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,631,0.0840664692223072,0.2991238869726658,2.323876477777958,2.4079429283738136,0
Sebastian Polter,,,,,,,,,,,,,,,,,,3,19,2,7881,9,2,2.1776624247431755,F S,0,12,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,585,1.1765880435705185,2.1776624247431755,1.105415128171444,4.040254306048155,3
Tom Krauß,,,,,,,,,,,,,,,,,,0,32,2,8092,12,2,2.0188082177191973,M S,0,25,understat,https://understat.com/team/Schalke_04/2022,Schalke 04,2562,0.9653695691376925,2.0188082177191973,4.340799113735557,6.291782749816775,8
